Sample.1	Sample.2	Sample.3	Sample.4	Sample.5	Sample.6	Sample.7	Sample.8	Sample.9	Sample.10	Sample.11	Sample.12	Sample.13	Sample.14	Sample.15	Sample.16	Sample.17	Sample.18	Sample.19	Sample.20	Sample.21	Sample.22	Sample.23	Sample.24	Sample.25	Sample.26	Sample.27	Sample.28	Sample.29	Sample.30	Sample.31	Sample.32	Sample.33	Sample.34	Sample.35	Sample.36	Sample.37	Sample.38	Sample.39	Sample.40	Sample.41	Sample.42	Sample.43	Sample.44	Sample.45	Sample.46	Sample.47	Sample.48	Sample.49	Sample.50	Sample.51	Sample.52	Sample.53	Sample.54	Sample.55	Sample.56	Sample.57	Sample.58	Sample.59	Sample.60	Sample.61	Sample.62	Sample.63	Sample.64	Sample.65	Sample.66	Sample.67	Sample.68	Sample.69	Sample.70	Sample.71	Sample.72	Sample.73	Sample.74	Sample.75	Sample.76	Sample.77	Sample.78	Sample.79	Sample.80	Sample.81	Sample.82	Sample.83	Sample.84	Sample.85	Sample.86	Sample.87	Sample.88	Sample.89	Sample.90
Sample.15	0.98019801980198	1	1	0.984126984126984	0.99	0.98936170212766	0.976470588235294	1	0.991935483870968	0.99	0.965217391304348	0.980582524271845	1	1	0	1	0.970802919708029	0.972602739726027	0.975609756097561	1	1	1	1	0.978260869565217	0.965811965811966	0.987341772151899	0.978494623655914	0.967948717948718	1	0.97752808988764	1	0.977777777777778	1	0.98780487804878	1	0.99	1	1	1	0.978021978021978	0.981132075471698	0.992481203007519	1	0.991150442477876	0.97752808988764	1	0.975806451612903	0.98019801980198	0.987654320987654	1	1	0.98989898989899	1	1	1	0.964285714285714	1	0.988888888888889	0.987341772151899	1	1	0.976923076923077	1	1	1	0.979381443298969	0.989010989010989	1	0.962616822429907	1	1	0.988372093023256	0.987951807228916	1	0.988095238095238	0.982758620689655	0.985714285714286	0.985714285714286	0.98780487804878	1	0.973214285714286	1	1	1	1	0.98019801980198	1	0.98780487804878	1	1
Sample.16	1	1	1	0.992805755395683	0.991071428571429	0.990566037735849	1	1	1	0.991071428571429	1	1	0.988505747126437	0.989010989010989	1	0	0.993421052631579	1	0.992700729927007	0.987179487179487	0.991071428571429	0.991150442477876	1	1	1	1	0.990566037735849	1	1	0.990196078431373	1	1	0.991803278688525	1	1	0.981981981981982	0.99	1	0.988505747126437	0.990384615384615	1	0.993103448275862	1	0.983870967741935	0.98019801980198	1	1	0.991228070175439	1	0.978723404255319	1	0.990990990990991	1	1	1	1	1	1	1	1	1	0.993055555555556	1	1	1	0.990909090909091	1	0.992	1	0.99	1	1	1	1	1	1	1	1	1	0.990740740740741	0.992063492063492	1	0.989010989010989	0.978494623655914	1	1	1	0.98936170212766	1	1
Sample.17	0.96551724137931	0.989473684210526	1	0.964285714285714	0.964912280701754	0.990990990990991	0.990291262135922	1	1	0.982758620689655	0.977443609022556	0.983333333333333	1	1	0.970802919708029	0.993421052631579	0	0.989010989010989	0.978571428571429	0.987951807228916	0.991452991452991	0.991525423728814	1	0.981651376146789	0.977777777777778	1	0.981818181818182	0.988636363636364	1	0.990654205607477	1	1	0.992125984251969	0.98989898989899	1	1	1	1	1	0.97196261682243	0.983739837398374	0.986577181208054	0.976190476190476	0.992307692307692	0.990654205607477	0.990740740740741	0.964028776978417	1	0.989795918367347	0.99	1	0.982608695652174	1	1	0.988888888888889	0.968992248062015	0.990384615384615	0.990654205607477	1	1	0.992424242424242	0.972602739726027	1	1	0.99	0.991304347826087	1	1	0.984126984126984	0.990476190476191	1	0.990291262135922	1	1	0.99009900990099	0.992537313432836	0.988505747126437	1	1	1	0.984615384615385	0.98936170212766	1	0.98989898989899	0.989473684210526	1	1	1	1	1
Sample.18	0.961538461538462	1	0.978260869565217	0.974025974025974	1	1	0.914285714285714	1	1	0.96	1	1	1	0.892857142857143	0.972602739726027	1	0.989010989010989	0	0.973333333333333	1	1	1	1	0.953488372093023	0.985915492957746	0.966666666666667	0.954545454545455	1	1	1	1	0.976190476190476	0.966666666666667	0.96969696969697	1	1	1	0.979166666666667	1	1	1	1	1	1	1	0.976190476190476	0.973684210526316	0.981132075471698	1	1	1	1	1	1	1	0.984848484848485	1	0.95	1	1	1	0.962962962962963	1	1	1	0.958333333333333	1	1	1	1	0.961538461538462	1	0.939393939393939	1	0.971428571428571	0.985294117647059	1	0.952380952380952	0.96969696969697	1	1	0.964285714285714	1	1	1	1	1	0.9375	1	1
Sample.19	0.917525773195876	0.9875	0.934782608695652	0.925619834710744	0.927083333333333	1	0.977011494252874	1	0.992063492063492	0.927083333333333	0.983193277310924	0.971153846153846	1	0.975	0.975609756097561	0.992700729927007	0.978571428571429	0.973333333333333	0	1	1	1	1	0.967741935483871	1	0.935064935064935	0.945652173913043	0.987577639751553	1	1	1	0.967032967032967	1	0.975903614457831	1	0.990196078431373	0.988888888888889	1	1	0.98936170212766	0.952380952380952	0.985074626865672	1	1	0.966666666666667	1	0.897435897435897	0.990384615384615	0.987951807228916	0.976190476190476	1	0.948453608247423	1	0.989247311827957	0.986666666666667	0.973913043478261	0.98876404494382	0.966666666666667	1	1	1	0.937007874015748	0.946808510638298	1	1	0.99	1	0.964285714285714	0.991071428571429	1	0.96	1	0.988235294117647	0.987341772151899	0.988372093023256	0.947368421052632	0.971830985915493	1	0.975903614457831	1	0.982608695652174	0.974358974358974	1	0.950617283950617	0.9875	0.95	1	1	1	1
Sample.20	1	0.952380952380952	0.945945945945946	1	1	0.944444444444444	0.96551724137931	1	0.985074626865672	1	1	1	0.944444444444444	1	1	0.987179487179487	0.987951807228916	1	1	0	0.952380952380952	0.928571428571429	1	0.972222222222222	0.984126984126984	1	1	1	1	1	1	0.970588235294118	0.941176470588235	1	1	0.952380952380952	0.933333333333333	1	0.944444444444444	0.941176470588235	1	0.986842105263158	1	0.963636363636364	1	0.970588235294118	1	1	1	0.961538461538462	1	0.976190476190476	0.974358974358974	1	1	1	0.966666666666667	1	1	1	0.982758620689655	1	1	1	0.961538461538462	1	1	0.982142857142857	1	0.933333333333333	1	1	1	1	1	1	1	1	1	1	1	1	0.954545454545455	0.96	1	0.977777777777778	0.96	0.96	1	1
Sample.21	1	0.981818181818182	1	1	1	0.956521739130435	1	1	1	1	1	1	0.980769230769231	1	1	0.991071428571429	0.991452991452991	1	1	0.952380952380952	0	0.974025974025974	1	1	0.989690721649485	1	1	1	1	1	1	1	0.976744186046512	1	1	0.987012987012987	1	1	0.980769230769231	0.970588235294118	1	0.990909090909091	1	0.97752808988764	1	0.985294117647059	1	1	1	0.983333333333333	1	0.986842105263158	1	1	1	1	1	1	1	1	0.989130434782609	0.990825688073395	1	1	1	1	1	0.988888888888889	1	0.96875	1	1	1	1	1	1	1	1	1	1	1	1	0.982142857142857	1	1	1	1	0.983050847457627	1	1
Sample.22	0.961538461538462	0.982142857142857	0.986301369863014	0.990476190476191	1	0.957142857142857	0.968253968253968	1	1	0.987179487179487	1	1	0.961538461538462	0.982456140350877	1	0.991150442477876	0.991525423728814	1	1	0.928571428571429	0.974025974025974	0	1	0.985915492957746	0.989795918367347	1	1	1	1	1	1	1	0.952941176470588	0.983333333333333	1	0.987179487179487	1	0.986666666666667	0.981132075471698	0.971014492753623	1	0.962962962962963	1	0.977777777777778	1	0.970588235294118	1	0.9875	1	0.966666666666667	1	0.987012987012987	0.972602739726027	1	0.980392156862745	1	1	1	0.982456140350877	0.96	0.978260869565217	1	0.986486486486487	1	0.983606557377049	1	1	0.989010989010989	1	0.969230769230769	1	1	1	1	1	1	1	1	1	0.986486486486487	1	1	0.964285714285714	0.983333333333333	1	1	0.966101694915254	0.983333333333333	1	1
Sample.23	1	1	1	0.989130434782609	1	1	0.980392156862745	0.9875	1	0.984615384615385	1	1	0.975	1	1	1	1	1	1	1	1	1	0	0.982758620689655	0.988235294117647	1	0.983050847457627	1	1	1	1	1	0.986666666666667	1	1	1	1	0.983870967741935	1	1	1	0.989795918367347	1	0.987179487179487	0.981818181818182	1	0.989010989010989	1	0.978260869565217	1	1	0.984375	1	1	1	1	0.980769230769231	0.981818181818182	0.977272727272727	0.945945945945946	1	1	1	1	1	0.984126984126984	0.982142857142857	1	1	1	1	1	0.979166666666667	0.976190476190476	0.979591836734694	1	1	1	0.978723404255319	1	0.987341772151899	1	0.977272727272727	0.978723404255319	1	0.985074626865672	1	1	1	1
Sample.24	0.91044776119403	1	0.918032786885246	0.898876404494382	1	0.968253968253968	0.86	1	0.98936170212766	0.924242424242424	0.988636363636364	0.986486486486487	0.954545454545455	0.936170212765957	0.978260869565217	1	0.981651376146789	0.953488372093023	0.967741935483871	0.972222222222222	1	0.985915492957746	0.982758620689655	0	1	0.936170212765957	0.916666666666667	0.992307692307692	1	1	0.972222222222222	0.931034482758621	0.974683544303797	0.96078431372549	1	0.971014492753623	0.964912280701754	0.96969696969697	1	1	0.987012987012987	0.990291262135922	1	1	0.983333333333333	0.983606557377049	0.922222222222222	0.942028985507246	1	0.961538461538462	1	0.985507246376812	0.984848484848485	1	0.926829268292683	0.976190476190476	0.964285714285714	0.966101694915254	0.936170212765957	0.926829268292683	1	0.95959595959596	0.984848484848485	1	0.897959183673469	1	1	0.987951807228916	0.9875	1	0.977777777777778	0.982142857142857	1	0.909090909090909	0.962264150943396	0.952380952380952	0.975	0.948717948717949	0.918367346938776	1	0.988095238095238	0.978723404255319	1	0.96078431372549	0.957446808510638	0.986111111111111	0.94	0.96078431372549	1	0.975609756097561
Sample.25	0.98989898989899	0.986666666666667	0.989130434782609	0.991935483870968	1	0.977777777777778	0.987951807228916	1	1	0.989690721649485	0.982456140350877	0.99009900990099	0.986111111111111	1	0.965811965811966	1	0.977777777777778	0.985915492957746	1	0.984126984126984	0.989690721649485	0.989795918367347	0.988235294117647	1	0	1	1	0.980645161290323	1	0.976744186046512	1	1	0.990654205607477	1	1	1	1	1	1	0.953488372093023	1	0.992307692307692	0.990740740740741	0.972222222222222	1	0.977011494252874	1	0.979591836734694	0.987179487179487	1	1	0.968085106382979	1	1	1	0.991071428571429	1	1	1	0.985714285714286	0.991071428571429	1	1	1	1	0.978723404255319	0.988636363636364	1	0.981132075471698	0.988235294117647	1	0.987951807228916	1	1	1	1	1	1	1	1	0.962962962962963	1	0.986842105263158	1	1	0.98989898989899	1	1	1	1
Sample.26	0.927272727272727	1	0.893617021276596	0.962962962962963	0.963636363636364	1	0.925	1	1	1	1	1	1	0.941176470588235	0.987341772151899	1	1	0.966666666666667	0.935064935064935	1	1	1	1	0.936170212765957	1	0	0.959183673469388	0.991379310344828	1	1	0.954545454545455	0.933333333333333	1	0.973684210526316	1	1	1	1	1	0.979166666666667	1	0.98876404494382	1	1	1	1	0.9625	0.982758620689655	1	0.918918918918919	1	1	1	1	0.8	1	1	0.931818181818182	0.941176470588235	0.888888888888889	0.985915492957746	0.952941176470588	0.96078431372549	1	0.888888888888889	1	1	0.970588235294118	1	1	0.72	0.868421052631579	1	0.96969696969697	1	0.986301369863014	1	0.826086956521739	0.741935483870968	1	1	0.785714285714286	1	1	0.90625	1	1	0.916666666666667	1	0.727272727272727
Sample.27	0.927536231884058	1	0.984848484848485	0.923913043478261	0.956521739130435	1	0.925925925925926	1	1	0.971428571428571	1	0.972972972972973	1	0.98	0.978494623655914	0.990566037735849	0.981818181818182	0.954545454545455	0.945652173913043	1	1	1	0.983050847457627	0.916666666666667	1	0.959183673469388	0	1	1	1	0.972972972972973	0.95	1	0.961538461538462	1	1	1	0.985294117647059	1	1	0.974025974025974	0.990384615384615	0.98780487804878	1	1	1	0.886363636363636	0.972222222222222	1	0.962264150943396	1	0.985714285714286	1	1	0.953488372093023	0.976470588235294	0.982758620689655	0.966666666666667	0.98	0.977272727272727	0.988372093023256	0.938775510204082	0.96969696969697	1	0.981481481481482	0.985507246376812	1	1	1	1	0.955555555555556	0.982456140350877	1	1	0.962962962962963	0.977011494252874	1	0.923076923076923	0.941176470588235	1	1	0.979166666666667	1	0.961538461538462	0.958333333333333	1	1	0.961538461538462	1	0.976190476190476
Sample.28	0.992805755395683	1	0.992424242424242	0.987730061349693	0.985294117647059	0.99236641221374	1	1	0.993788819875776	0.992700729927007	0.987012987012987	0.99290780141844	1	1	0.967948717948718	1	0.988636363636364	1	0.987577639751553	1	1	1	1	0.992307692307692	0.980645161290323	0.991379310344828	1	0	1	0.984126984126984	1	1	1	1	1	1	1	1	1	0.976377952755906	0.993055555555556	1	1	0.993333333333333	0.992125984251969	1	0.987654320987654	1	0.991525423728814	0.991666666666667	1	1	1	1	1	0.993421052631579	1	1	1	1	1	0.988095238095238	0.992481203007519	1	1	0.985074626865672	1	0.993333333333333	0.993197278911565	1	1	1	1	0.991228070175439	1	1	0.990654205607477	1	1	1	0.979865771812081	1	1	1	1	0.992805755395683	1	1	1	1
Sample.29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Sample.30	1	1	1	1	1	0.983606557377049	1	1	1	1	0.988235294117647	1	1	1	0.97752808988764	0.990196078431373	0.990654205607477	1	1	1	1	1	1	1	0.976744186046512	1	1	0.984126984126984	1	0	1	1	1	1	1	1	1	1	1	0.96551724137931	1	0.99	1	0.9875	0.982456140350877	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.984615384615385	0.982758620689655	1	1	1	1	1	1	1	1	1	1	1	1	0.984126984126984	0.987654320987654	1	1	1	1	1	0.979591836734694	1	1	1
Sample.31	1	1	0.945945945945946	0.971014492753623	0.976744186046512	1	0.96551724137931	1	1	0.976744186046512	1	1	1	0.954545454545455	1	1	1	1	1	1	1	1	1	0.972222222222222	1	0.954545454545455	0.972972972972973	1	1	1	0	0.939393939393939	0.981132075471698	1	1	1	0.967741935483871	1	1	1	1	1	1	0.982142857142857	1	1	1	1	1	1	1	1	0.974358974358974	1	0.9375	1	1	0.96969696969697	0.954545454545455	0.9375	1	1	1	1	0.961538461538462	1	1	0.982142857142857	1	1	0.882352941176471	0.96551724137931	1	1	1	1	1	0.833333333333333	0.916666666666667	1	1	0.894736842105263	1	1	0.952380952380952	1	1	0.96	1	0.846153846153846
